Mod:Item:MetaData, Localized Name
thedalekmod:idalekspawner:0, Spawn 1963 Skaro Dalek
thedalekmod:idalekspawner:1, Spawn 1965 Chase Dalek
thedalekmod:idalekspawner:2, Spawn 2012 Skaro Dalek
thedalekmod:idalekspawner:3, Spawn 1965 Black Supreme Dalek
thedalekmod:idalekspawner:4, Spawn 1965 Dalek Warrior
thedalekmod:idalekspawner:5, Spawn 1967 Dalek Emperor's Guard
thedalekmod:idalekspawner:6, Spawn 1972 Grey Warrior Dalek
thedalekmod:idalekspawner:7, Spawn 1972 Commander Dalek
thedalekmod:idalekspawner:8, Spawn 1979 Warrior Dalek
thedalekmod:idalekspawner:9, Spawn 2015 MK2 Warrior Dalek
thedalekmod:idalekspawner:10, Spawn 2015 MK2 Emporer Dalek
thedalekmod:idalekspawner:11, Spawn 1964 Invasion Black Supreme Dalek
thedalekmod:idalekspawner:12, Spawn 1964 Invasion Warrior Dalek
thedalekmod:idalekspawner:13, Spawn 1979 Suicide Dalek
thedalekmod:idalekspawner:14, Spawn 1974 Silver Warrior Dalek
thedalekmod:idalekspawner:15, Spawn 1984 Renegade Dalek
thedalekmod:idalekspawner:16, Spawn 1988 Renegade Dalek
thedalekmod:idalekspawner:17, Spawn 1984 Supreme Renegade Dalek
thedalekmod:idalekspawner:18, Spawn 1988 Supreme Renegade Dalek
thedalekmod:idalekspawner:19, Spawn 1988 Imperial Dalek
thedalekmod:idalekspawner:20, Spawn 1988 Special Weapons Dalek
thedalekmod:idalekspawner:21, Spawn Movie Blue Dalek - Skaro
thedalekmod:idalekspawner:22, Spawn Movie Red Dalek Commander - Skaro
thedalekmod:idalekspawner:23, Spawn Movie Black Dalek Commander - Earth
thedalekmod:idalekspawner:24, Spawn Movie Dalek Saucer Commander - Earth
thedalekmod:idalekspawner:25, Spawn Movie Dalek Soldier - Earth
thedalekmod:idalekspawner:26, Spawn Movie Gold Dalek Commander - Earth
thedalekmod:idalekspawner:27, Spawn 2005 Timewar Dalek
thedalekmod:idalekspawner:28, Spawn 2006 Dalek Sec
thedalekmod:idalekspawner:29, Spawn Ironside Dalek A
thedalekmod:idalekspawner:30, Spawn Ironside Dalek B
thedalekmod:idalekspawner:31, Spawn 2008 Red Supreme Dalek
thedalekmod:idalekspawner:32, Spawn 2010 Paradigm Drone Dalek
thedalekmod:idalekspawner:33, Spawn 2010 Paradigm Eternal Dalek
thedalekmod:idalekspawner:34, Spawn 2010 Paradigm Scientist Dalek
thedalekmod:idalekspawner:35, Spawn 2010 Paradigm Stratagist Dalek
thedalekmod:idalekspawner:36, Spawn 2010 Paradigm Supreme Dalek
thedalekmod:idalekspawner:37, Spawn 2012 Paradigm Drone Dalek
thedalekmod:idalekspawner:38, Spawn 2012 Paradigm Stratagist Dalek
thedalekmod:idalekspawner:39, Spawn Gold Steampunk Dalek
thedalekmod:idalekspawner:40, Spawn Dalek Storm
thedalekmod:idalekspawner:41, Spawn 2012 Asylum Warrior Dalek
thedalekmod:idalekspawner:42, Spawn 1963 Asylum Skaro Dalek
thedalekmod:idalekspawner:43, Spawn 1965 Asylum Chase Dalek
thedalekmod:idalekspawner:44, Spawn 1964 Asylum Warrior Dalek
thedalekmod:idalekspawner:45, Spawn 1967 Asylum Emperor's Guard Dalek
thedalekmod:idalekspawner:46, Spawn 2012 Asylum MK1 Modloader Dalek - Yellow
thedalekmod:idalekspawner:47, Spawn 2012 Asylum MK1 Modloader Dalek - Red
thedalekmod:idalekspawner:48, Spawn Brass Steampunk Dalek
thedalekmod:idalekspawner:49, Spawn Copper Steampunk Dalek
thedalekmod:idalekspawner:50, Spawn Rainbow Dalek A
thedalekmod:idalekspawner:51, Spawn Rainbow Dalek B
thedalekmod:idalekspawner:52, Spawn Rainbow Dalek C
thedalekmod:idalekspawner:53, Spawn Ender Dalek
thedalekmod:idalekspawner:54, Spawn Ender Dalek Commander
thedalekmod:idalekspawner:55, Spawn Ender Dalek Supreme
thedalekmod:idalekspawner:56, Spawn Ender Special Weapons Dalek
thedalekmod:idalekspawner:57, Spawn Pink Fluffy Dalek
thedalekmod:idalekspawner:58, Spawn Nether Dalek
thedalekmod:idalekspawner:59, Spawn Molten Dalek
thedalekmod:idalekspawner:60, Spawn Plague Dalek
thedalekmod:idalekspawner:61, Spawn Nether Supreme Dalek
thedalekmod:idalekspawner:62, Spawn White Chocolate Dalek
thedalekmod:idalekspawner:63, Spawn Light Chocolate Dalek
thedalekmod:idalekspawner:64, Spawn Dark Chocolate Dalek
thedalekmod:idalekspawner:65, Spawn 2005 Emperor's Guard Dalek
thedalekmod:idalekspawner:66, Spawn 2005 Squadron Leader Dalek
thedalekmod:idalekspawner:67, Spawn Sweet Tooth Dalek
thedalekmod:idalekspawner:68, Spawn Timewar Special Weapons Dalek
thedalekmod:idalekspawner:69, Spawn 1973 Supreme Council Dalek
thedalekmod:idalekspawner:70, Spawn BF Dalek Time Controller
thedalekmod:idalekspawner:71, Spawn BF Dalek Time Strategist
thedalekmod:idalekspawner:72, Spawn TV21 Dalek Zeg
thedalekmod:idalekspawner:73, Spawn TV21 Emperor Dalek
thedalekmod:idalekspawner:74, Spawn Recon Dalek
thedalekmod:idalekspawner:75, Spawn Exhibition Dalek A
thedalekmod:idalekspawner:76, Spawn Exhibition Dalek B
thedalekmod:idalekspawner:77, Spawn Silverside Dalek
thedalekmod:idalekspawner:78, Spawn Red Top Dalek
thedalekmod:idalekspawner:79, Spawn Weetabix Dalek
thedalekmod:idalekspawner:80, Spawn Executioner Dalek
thedalekmod:idalekspawner:81, Spawn Waffle Dalek
thedalekmod:idalekspawner:82, Spawn Red Candy Cane Dalek
thedalekmod:idalekspawner:83, Spawn Green Candy Cane Dalek
thedalekmod:idalekspawner:84, Spawn Pink Candy Cane Dalek
thedalekmod:idalekspawner:85, Spawn Gingerbread Dalek
thedalekmod:idalekspawner:86, Spawn Denys Fisher Dalek
thedalekmod:cybermat, Cybermat
thedalekmod:dr_who_custom_sonic, DrWho's Sonic
thedalekmod:railgun, XP9 Laser-Gun
thedalekmod:cyborg_hand, Cyborg Hand
thedalekmod:altair_sword, Altair Sword
thedalekmod:custom_sonic_3rd_12th, 3rd/12th Sonic Screwdriver
thedalekmod:holo_staff, item.holo_staff.name
thedalekmod:laser_screwdriver, Laser Screwdriver
thedalekmod:chameleon_cartridge:0, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:1, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:2, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:3, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:4, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:5, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:6, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:7, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:8, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:9, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:10, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:11, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:12, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:13, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:14, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:15, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:16, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:17, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:18, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:19, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:20, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:21, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:22, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:23, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:24, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:25, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:26, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:27, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:28, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:29, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:30, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:31, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:32, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:33, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:34, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:35, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:36, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:37, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:38, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:39, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:40, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:41, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:42, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:43, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:44, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:45, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:46, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:47, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:48, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:49, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:50, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:51, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:52, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:53, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:54, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:55, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:56, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:57, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:58, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:59, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:60, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:61, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:62, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:63, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:64, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:65, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:66, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:67, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:68, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:69, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:70, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:71, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:72, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:73, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:74, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:75, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:76, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:77, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:78, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:79, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:80, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:81, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:82, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:83, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:84, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:85, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:86, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:87, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:88, TARDIS Chameleon Cartridge
thedalekmod:chameleon_cartridge:89, TARDIS Chameleon Cartridge
thedalekmod:classic_spawner, Spawn Classic Player
thedalekmod:silence_spawner, Spawn Silence
thedalekmod:tocalafane_spawner, Spawn Toclafane
thedalekmod:adric_star, Adrics Star
thedalekmod:delorean_spawner, Spawn DeLorean
thedalekmod:adipose_pill, Adipose Pill
thedalekmod:2nd_doc_recorder, Second Doctor's Recorder
thedalekmod:whisperman_spawner, Spawn Whisperman
thedalekmod:snowmanspawner_b, Spawn Snowman
thedalekmod:icewarrior, Spawn Ice Warrior
thedalekmod:umbrella, 7th Doctor's Umbrella
thedalekmod:sonic_crystal, Sonic Crystal
thedalekmod:sonic_crystal_ingot, Unrefined Sonic Crystal
thedalekmod:elixiroflife, Elixir of Life
thedalekmod:elyswd, SWD Elytra
thedalekmod:elycybercybus, Cybus Elytra
thedalekmod:elycybernis, Cyberiad Elytra
thedalekmod:elycybertear, Cyber-Tear Elytra
thedalekmod:elydalek_1963_1, Skaro Dalek Elytra
thedalekmod:elydalek_1963_2, Saucer Commander Dalek Elytra
thedalekmod:elydalek_2005, Time-War Dalek Elytra
thedalekmod:elydalek_davros, Davros Elytra
thedalekmod:elydalek_imperial, Imperial Dalek Elytra
thedalekmod:elydalek_red_supreme, Red Supreme Dalek Elytra
thedalekmod:elydalek_renegade, Renegade Dalek Elytra
thedalekmod:elydalek_sec, Dalek Sec Elytra
thedalekmod:elytardis_1966, Altered Brachacki TARDIS Elytra
thedalekmod:elytardis_2005, Coral TARDIS Elytra
thedalekmod:elytardis_2014, Toyota F TARDIS Elytra
thedalekmod:elytardis_baker, Newbery TARDIS Elytra
thedalekmod:elyweeping_angel, Weeping Angel Elytra
thedalekmod:elytornado, Tornado Elytra
thedalekmod:credit_gun, item.credit_gun.name
thedalekmod:iunit_gun, UNIT Gun
thedalekmod:iunit_pistol, UNIT Pistol
thedalekmod:tree_spawner, Christmas Tree Spawner
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:fez_alt:0, Fez (Tilted)
thedalekmod:radiation_pill, Radiation Pill
thedalekmod:10s_water_pistol, Water Pistol
thedalekmod:candy_cane, item.candy_cane.name
thedalekmod:asgore_trident, item.asgore_trident.name
thedalekmod:seraph_blade, item.seraph_blade.name
thedalekmod:ed_sonicscrewdriver, Ed's Screwdriver
thedalekmod:fob_gun, Family of Blood Gun
thedalekmod:river_song_revolver, River Song's Revolver
thedalekmod:timey_wimey_detector, Timey Wimey Detector
thedalekmod:unit_rpg, UNIT RPG
thedalekmod:custom_sonic_brass_wood, Wooden Sonic Screwdriver
thedalekmod:taser, Taser
thedalekmod:yblocks_sonic, Sonic Screwdriver
thedalekmod:killer_sonic, Sonic Screwdriver
thedalekmod:patient_0, Spawn Patient 1
thedalekmod:patient_1, Spawn Patient 2
thedalekmod:patient_2, Spawn Patient 3
thedalekmod:river_diary, River Song's Diary
thedalekmod:ak_47, Ak-47
thedalekmod:zygon, Spawn Zygon
thedalekmod:timelord_0, Spawn Timelord
thedalekmod:timelord_1, Spawn Chancellery Guard
thedalekmod:cyber_gun, Cyber-Gun
thedalekmod:fat, Adipose Fat
thedalekmod:zygontongue, Zygon Tongue
thedalekmod:cybermaninvasion, Spawn Invasion Cyberman
thedalekmod:poppinsumbrella, Mary Poppins' Umbrella
thedalekmod:brassaxe, Brass Axe
thedalekmod:brasshoe, Brass Hoe
thedalekmod:zygon_detector, Zygon Detector
thedalekmod:rosalina_wand, Rosalina Wand
thedalekmod:ood, Spawn Ood
thedalekmod:sonic_usb, Sonic USB Drive
thedalekmod:gun_alphameson, Alphameson
thedalekmod:gun_vector, Gun Vector
thedalekmod:gun_m16, M16 Rifle
thedalekmod:foodcube, Food Cube
thedalekmod:dlknug, Dalekanium Nugget
thedalekmod:cyore, Steel Goop
thedalekmod:cysteelingot, Unrefined Steel Ingot
thedalekmod:eggshell,  Egg Shell
thedalekmod:screwdriver, "Sonic" Screwdriver
thedalekmod:gzr_sonic, Steampunk Sonic Screwdriver
thedalekmod:unit_badge, UNIT Badge
thedalekmod:unit_badge_2, UNIT Badge 2
thedalekmod:unit_jeep, UNIT Jeep
thedalekmod:gauss_rifle, Gauss Rifle
thedalekmod:ramensaber, item.ramensaber.name
thedalekmod:vortex_manipulator, Vortex Manipulator
thedalekmod:fob_watch, Fob Watch
thedalekmod:sonic_cane, Sonic Cane
thedalekmod:sonicscrewdriver_02, 2nd Doctor's Sonic Screwdriver
thedalekmod:yale_key, Yale Key
thedalekmod:gell_guard, Gell Guard
thedalekmod:sonic_lipstick, Sonic Lipstick
thedalekmod:rusted_iron, Rusted Iron
thedalekmod:crystaline, Crystaline
thedalekmod:sonicscrewdriver_08, 8th Doctor's Sonic Screwdriver
thedalekmod:sonicscrewdriver_13, 13th Doctor's Sonic Screwdriver
thedalekmod:sontaran, Spawn Sontaran
thedalekmod:tardis_shell, TARDIS Shell
thedalekmod:dalekanium_shield, item.dalekanium_shield.name
thedalekmod:steel_shield, item.steel_shield.name
thedalekmod:menoptera, Spawn Menoptera
thedalekmod:sonicscrewdriver_river_song,  River Song's Sonic Screwdriver
thedalekmod:blue_quartz_item, Blue Quartz
thedalekmod:zarbi, Zarbi Spawner
thedalekmod:larvaegun, Larvaegun Spawner
thedalekmod:cyberman_rusty, Rusty Cyberman
thedalekmod:cyberdrone, Cyber Drone
thedalekmod:hoverbout, Dalek Hoverbout
thedalekmod:bio_damper, Bio-damper
thedalekmod:iatd, Music Disc
thedalekmod:stormsong, Music Disc
thedalekmod:wstaff, item.wstaff.name
thedalekmod:whitepointstar, White-Point Star
thedalekmod:yellow_clay, Yellow Clay
thedalekmod:yellow_brick, Yellow Brick
thedalekmod:green_clay, Green Clay
thedalekmod:green_brick, Green Brick
thedalekmod:lonsdaleite, Lonsdaleite
thedalekmod:lonsdaleite_pickaxe, Lonsdaleite Pickaxe
thedalekmod:judoon_blaster, Judoon Blaster
thedalekmod:judoon_spawner, Judoon
thedalekmod:malleus, item.malleus.name
thedalekmod:dm_theme_14, Music Disc
thedalekmod:dm_theme_20, Music Disc
thedalekmod:steelaxe, Steel Axe
thedalekmod:steelpickaxe, Steel Pickaxe
thedalekmod:steelhoe, Steel Hoe
thedalekmod:steelbattleaxe, Steel Battleaxe
thedalekmod:steelmace, Steel Mace
thedalekmod:waffle, Waffle
thedalekmod:mondanspawner_0, Spawn Mondan 1
thedalekmod:mondanspawner_1, Spawn Mondan 2
thedalekmod:mondanspawner_2, Spawn Mondan 3
thedalekmod:stasis_cube, Stasis Cube
thedalekmod:discdaleks, Music Disc
thedalekmod:disccybermen, Music Disc
thedalekmod:disccybermasters, Music Disc
thedalekmod:disczarbi, Music Disc
thedalekmod:cyberman_cyberaid, Spawn Cyberaid Cyberman
thedalekmod:cyberman_warrior, Spawn Warrior Cyberman
thedalekmod:dimcircuit, Dimensional Circuit
thedalekmod:temporal_map, Temporal Map
thedalekmod:cybermaster, Spawn CyberMaster
thedalekmod:tomb_cyberman, Spawn Tomb Cyberman
thedalekmod:tomb_cybercontroller, Spawn Tomb Cyber Controller
thedalekmod:cyberman_80s, Spawn 80's Cyberman
thedalekmod:cyberleader_80s, Spawn 80's Cyber Leader
thedalekmod:dm_theme_cyber, Music Disc
thedalekmod:monoid_spawner, Spawn Monoid
thedalekmod:yeti_spawner, Spawn Yeti
thedalekmod:white_robot_spawner, Spawn White Robot
thedalekmod:quark_spawner, Spawn Quark
thedalekmod:axon_spawner, Spawn Axon
thedalekmod:wirrn_spawner, Spawn Wirrn
thedalekmod:hatchet, Hatchet
thedalekmod:cybercow_spawner, Spawn Cybercow
thedalekmod:seadevil_spawner, Spawn Sea Devil
thedalekmod:sandman_spawner, Spawn Sandman
thedalekmod:stealth_spawner, Spawn Stealth Cyberman
thedalekmod:metalertarmor_0, Metalert Helmet
thedalekmod:metalertarmor_1, Metalert Chestplate
thedalekmod:metalertarmor_3, Metalert Leggings
thedalekmod:metalertarmor_2, Metalert Boots
thedalekmod:metalertingot, Metalert Ingot
thedalekmod:metalertbattleaxe, Metalert Battleaxe
thedalekmod:metalertpickaxe, Metalert Pickaxe
thedalekmod:handmine_spawner, Handmine Spawner
thedalekmod:mechanoid_spawner, Spawn Mechanoid
thedalekmod:thal_spawner, Spawn Thal (Male)
thedalekmod:thal_spawner_female, Spawn Thal (Female)
thedalekmod:kaled_spawner_military, Spawn Kaled (Military)
thedalekmod:kaled_spawner_scientist, Spawn Kaled (Scientist)
thedalekmod:davros_1975, Spawn 1975 Davros
thedalekmod:davros_1984, Spawn 1984 Davros
thedalekmod:davros_1988, Spawn 1988 Davros
thedalekmod:davros_2008, Spawn 2008 Davros
thedalekmod:black_shop_door, Magpie Electricals Shop Door
thedalekmod:glass_door, Glass Door
thedalekmod:shop_door, Wooden Shop Door
thedalekmod:magpie_van, Spawn Magpie Electricals Van
thedalekmod:vespa, Spawn Vespa
thedalekmod:engine, Engine
thedalekmod:portable_tv, The Wire - Portable
thedalekmod:snow_dalek_spawner, Spawn Snow Dalek
thedalekmod:wooden_cyberman_spawner, Spawn Wooden Cyberman
thedalekmod:discpfd, Music Disc
thedalekmod:motm, Music Disc
thedalekmod:marine_dalek_spawner, Spawn Marine Dalek
thedalekmod:slitheen_spawner, Spawn Slitheen
thedalekmod:soul, Music Disc
thedalekmod:candy_cane_sonic, Candy Cane Sonic Screwdriver
dipomoneymod:cent1, 0,01€
dipomoneymod:cent2, 0,02€
dipomoneymod:cent5, 0,05€
dipomoneymod:cent10, 0,10€
dipomoneymod:cent20, 0,20€
dipomoneymod:cent50, 0,50€
dipomoneymod:euro1, 1,00€
dipomoneymod:euro2, 2,00€
dipomoneymod:euro5, 5,00€
dipomoneymod:euro10, 10,00€
dipomoneymod:euro20, 20,00€
dipomoneymod:euro50, 50,00€
dipomoneymod:euro100, 100,00€
dipomoneymod:euro200, 200,00€
dipomoneymod:euro500, 500,00€
dipomoneymod:wallet, Wallet
dipomoneymod:credit_card, Credit Card
dipomoneymod:atm, ATM Machine
mts:wrench, Wrench
mts:key, Key
mts:jumpercable, Jumper Cables
mts:jerrycan, Jerrycan
mts:ticket, Ticket
mts:vehiclebench, Drafting Table (Vehicles)
mts:propellerbench, Propeller Bench
mts:enginebench, Engine Hoist
mts:wheelbench, Wheel Workbench
mts:seatbench, Table Saw (Seats & Cargo)
